Asset Name,Asset Type,Asset Category,Batch No,Vendor,Invoice,Bill Date,Purchase Date,Usage Date,Cost Centre,Purchase Branch,Current Branch,Current Sub Operating Unit,Currency,Cost Value,Book Value,Salvage Value,Accumulated Depreciation,Adjusted Amount,Warranty Date,Model,asset_description,note,method,method_progress_factor,method_time,depreciation_year,method_period,state
B.O.D,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2011,22/3/2011,,001,001,001,BDT,36800,5494,,31306,,22/3/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
B.O.D,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2011,22/3/2011,,001,001,001,BDT,36800,5494,,31306,,22/3/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
B.O.D,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2011,22/3/2011,,001,001,001,BDT,36800,5494,,31306,,22/3/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
B.O.D,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2011,22/3/2011,,001,001,001,BDT,36800,5494,,31306,,22/3/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SMC & SAMD,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Treasury,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,40200,5600,,34600,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,31/5/2009,31/5/2009,,001,001,001,BDT,98000,6457,,91543,,31/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
RMU,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,16/8/2009,16/8/2009,,001,001,001,BDT,33600,2546,,31054,,16/8/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,16/8/2009,16/8/2009,,001,001,001,BDT,33600,2546,,31054,,16/8/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,25/4/2011,25/4/2011,,001,001,001,BDT,36800,5654,,31146,,25/4/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Bord Division,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,18/3/2009,18/3/2009,,001,001,001,BDT,42283,2391,,39892,,18/3/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,18/3/2009,18/3/2009,,001,001,001,BDT,42283,2391,,39892,,18/3/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Bord Division,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Bord Division,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,18/3/2009,18/3/2009,,001,001,001,BDT,42283,2391,,39892,,18/3/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,18/3/2009,18/3/2009,,001,001,001,BDT,42283,2391,,39892,,18/3/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,18/3/2009,18/3/2009,,001,001,001,BDT,42283,2391,,39892,,18/3/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,18/3/2009,18/3/2009,,001,001,001,BDT,42285,2392,,39893,,18/3/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ICC,Computers & Peripherals,Computer CPU,Initial,,,,27/5/2009,27/5/2009,,001,001,001,BDT,33600,2190,,31410,,27/5/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
Group Finance,Computers & Peripherals,Computer CPU,Initial,,,,6/7/2010,6/7/2010,,001,001,001,BDT,37300,4351,,32949,,6/7/2010,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,26/2/2008,26/2/2008,,001,001,001,BDT,46300,358,,45942,,26/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,11/2/2008,11/2/2008,,001,001,001,BDT,46300,272,,46028,,11/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,26/2/2008,26/2/2008,,001,001,001,BDT,46300,358,,45942,,26/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,26/2/2008,26/2/2008,,001,001,001,BDT,46300,358,,45942,,26/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,11/2/2008,11/2/2008,,001,001,001,BDT,46300,272,,46028,,11/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,11/2/2008,11/2/2008,,001,001,001,BDT,46300,272,,46028,,11/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,11/2/2008,11/2/2008,,001,001,001,BDT,46300,272,,46028,,11/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,11/2/2008,11/2/2008,,001,001,001,BDT,46300,272,,46028,,11/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,11/2/2008,11/2/2008,,001,001,001,BDT,46300,272,,46028,,11/2/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2008,22/3/2008,,001,001,001,BDT,45700,494,,45206,,22/3/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2008,22/3/2008,,001,001,001,BDT,45700,494,,45206,,22/3/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2008,22/3/2008,,001,001,001,BDT,45700,494,,45206,,22/3/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,22/3/2008,22/3/2008,,001,001,001,BDT,45700,494,,45206,,22/3/2008,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
"LAPTOP, A K M SHAMEEM",Computers & Peripherals,Computer CPU,Initial,,,,14/10/2012,14/10/2012,,001,001,001,BDT,71000,15735,,55265,,14/10/2012,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HR,Computers & Peripherals,Computer CPU,Initial,,,,20/8/2009,20/8/2009,,001,001,001,BDT,33600,2563,,31037,,20/8/2009,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,6/6/2012,6/6/2012,,001,001,001,BDT,44000,10188,,33812,,5/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,6/6/2012,6/6/2012,,001,001,001,BDT,44000,10188,,33812,,5/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,6/6/2012,6/6/2012,,001,001,001,BDT,44000,10188,,33812,,6/5/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,6/6/2012,6/6/2012,,001,001,001,BDT,44000,10188,,33812,,5/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,6/6/2012,6/6/2012,,001,001,001,BDT,44000,10188,,33812,,5/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 380MT,Computers & Peripherals,Computer CPU,Initial,,,,2/11/2011,2/11/2011,,001,001,001,BDT,37665,8717,,28948,,1/11/2014,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL390MT KIOSK GULSHAN,Computers & Peripherals,Computer CPU,Initial,,,,6/6/2012,6/6/2012,,001,001,001,BDT,44000,10188,,33812,,5/6/2013,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELLOPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,6/6/2012,6/6/2012,,001,001,001,BDT,44000,10188,,33812,,5/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390,Computers & Peripherals,Computer CPU,Initial,,,,4/12/2012,4/12/2012,,001,001,001,BDT,39450,9135,,30315,,3/12/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390,Computers & Peripherals,Computer CPU,Initial,,,,4/12/2012,4/12/2012,,001,001,001,BDT,39450,9135,,30315,,3/12/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390,Computers & Peripherals,Computer CPU,Initial,,,,4/12/2012,4/12/2012,,001,001,001,BDT,39450,9135,,30315,,3/12/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 390MT,Computers & Peripherals,Computer CPU,Initial,,,,13/1/2013,13/1/2013,,001,001,001,BDT,38950,9095,,29855,,12/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 390MT,Computers & Peripherals,Computer CPU,Initial,,,,27/1/2013,27/1/2013,,001,001,001,BDT,38950,9183,,29767,,26/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 390MT,Computers & Peripherals,Computer CPU,Initial,,,,4/2/2013,4/2/2013,,001,001,001,BDT,38950,9232,,29718,,3/2/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 390MT,Computers & Peripherals,Computer CPU,Initial,,,,31/1/2013,31/1/2013,,001,001,001,BDT,38950,9206,,29744,,30/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 390MT LEGAL DPT,Computers & Peripherals,Computer CPU,Initial,,,,11/6/2013,11/6/2013,,001,001,001,BDT,39450,10147,,29303,,10/6/2016,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 390MT,Computers & Peripherals,Computer CPU,Initial,,,,11/6/2013,11/6/2013,,001,001,001,BDT,39450,10147,,29303,,10/6/2016,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,28/7/2013,28/7/2013,,001,001,001,BDT,39500,10452,,29048,,27/7/2016,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,28/7/2013,28/7/2013,,001,001,001,BDT,39500,10452,,29048,,27/7/2016,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,28/7/2013,28/7/2013,,001,001,001,BDT,39500,10452,,29048,,27/8/2016,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX390MT,Computers & Peripherals,Computer CPU,Initial,,,,28/7/2013,28/7/2013,,001,001,001,BDT,39500,10452,,29048,,27/7/2016,Opt 380MT,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,19/6/2014,19/6/2014,,001,001,001,BDT,46700,15087,,31613,,18/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020-AML,Computers & Peripherals,Computer CPU,Initial,,,,22/6/2014,22/6/2014,,001,001,001,BDT,46700,15116,,31584,,21/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,5/6/2014,5/6/2014,,001,001,001,BDT,46700,14961,,31739,,4/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,5/6/2014,5/6/2014,,001,001,001,BDT,46700,14961,,31739,,4/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,45700,14034,,31666,,29/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL CPU-MD SECRETARIAT,Computers & Peripherals,Computer CPU,Initial,,,,11/3/2014,11/3/2014,,001,001,001,BDT,43400,13167,,30233,,10/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELLCPU-HRD,Computers & Peripherals,Computer CPU,Initial,,,,11/3/2014,11/3/2014,,001,001,001,BDT,43400,13167,,30233,,10/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3010 MINI,Computers & Peripherals,Computer CPU,Initial,,,,11/12/2013,11/12/2013,,001,001,001,BDT,43500,12591,,30909,,10/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
NETBOOK COMPUTER ASUS,Computers & Peripherals,Computer CPU,Initial,,,,25/11/2013,25/11/2013,,001,001,001,BDT,27100,7683,,19417,,24/11/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,1/1/2013,1/1/2013,,001,001,001,BDT,39500,11432,,28068,,1/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,13/1/2014,13/1/2014,,001,001,001,BDT,44400,12971,,31429,,12/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,13/1/2014,13/1/2014,,001,001,001,BDT,44400,12971,,31429,,1/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,13/1/2014,13/1/2014,,001,001,001,BDT,44400,12971,,31429,,12/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,13/1/2014,13/1/2014,,001,001,001,BDT,44400,12971,,31429,,12/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,13/1/2014,13/1/2014,,001,001,001,BDT,44400,12971,,31429,,12/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX,Computers & Peripherals,Computer CPU,Initial,,,,13/1/2014,13/1/2014,,001,001,001,BDT,44400,12971,,31429,,12/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,5/6/2014,5/6/2014,,001,001,001,BDT,46700,14961,,31739,,4/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,31/8/2014,31/8/2014,,001,001,001,BDT,40000,13509,,26491,,31/8/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,31/8/2014,31/8/2014,,001,001,001,BDT,40000,13509,,26491,,31/8/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DELL OPTIPLEX 3020,Computers & Peripherals,Computer CPU,Initial,,,,30/3/2014,30/3/2014,,001,001,001,BDT,46200,14180,,32020,,30/3/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HP PAVILION AIO,Computers & Peripherals,Computer CPU,Initial,,,,31/8/2014,31/8/2014,,001,001,001,BDT,40000,13509,,26491,,31/8/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
