Parent Account,Code,Name,Type
Management Fees,34109001,I Expenses MTB Junior,General
Management Fees,34109002,I Expenses on MTB Shanchay,General
Management Fees,34109003,I Expenses MTB Senior,General
Gain on Sale of Fixed Assets,34110001,I Expenses on MTB Inspire,General
NPSB Acquirer Income,34111001,I Expenses MTB Privilege Saving,General
Miscellneous Earnings,34112001,I Expenses on MTB Care,General
Miscellneous Earnings,34112002,I Expenses on Regular Savings  Deposit,General
Income on account of recovery fm written off loans,34113002,Interest Expenses MTB Buniad,General
Income on account of recovery fm written off loans,34113003,Interest Expenses NRB Fixed Deposit,General
Interest Expenses on Current Deposits,41101001,Interest Expenses Term Deposit General,General
Interest Expenses on Savings Bank Accounts,41102001,Interest Expenses Term Deposit Monthly Benefit Plan,General
Interest Expenses on Savings Bank Accounts,41102002,Interest Expenses RTD MTB Buniad,General
Interest Expenses on Savings Bank Accounts,41102003,Interest Expenses Reinvestment Term Deposits General,General
Interest Expenses on Savings Bank Accounts,41102004,Interest Expenses RTD Double Benefit Scheme,General
Interest Expenses on Savings Bank Accounts,41102005,Interest Expenses on RD Brick-by-Brick,General
Interest Expenses on Savings Bank Accounts,41102006,Interest Expenses on RD MTB Educational Plan,General
Interest Expenses on Savings Bank Accounts,41102007,Interest Expenses on RD Kotipati,General
Interest Expenses on Savings Bank Accounts,41102008,Interest Expenses on RD Millionnaire Plan,General
Interest Expenses on Savings Bank Accounts,41102009,Interest Expenses on RD NRB,General
Interest Expenses on Savings Bank Accounts,41102010,Interest Expenses on NFCD USD,General
Interest Expenses on Savings Bank Accounts,41102011,Interest Expenses on Borrowings from LTFF (FSSP),General
Interest Expenses on Savings Bank Accounts FC,41103001,Interest Expenses on Borrowing -IPFF Fund,General
Interest Expenses on Savings Bank Accounts FC,41103002,Interest Expenses on Borrowings from IPFF,General
Interest Expenses on Special Notice Deposits,41104001,Interest Expenses on Borrowings from SME Foundation,General
Interest Expenses on TD Accounts,41201001,Interest Expenses on Borrowing from Bangladesh bank,General
Interest Expenses on TD Accounts,41201002,Interest Expenses A/c- Repo ,General
Interest Expenses on TD Accounts,41201003,Interest Expenses on Term Borrowings ,General
Interest Expenses on TD Accounts,41201004,Interest Expenses on Call Borrowing ,General
Interest Expenses on Term Deposits Reinvestments,41202001,Interest Expense on 12 Partially Convertible Bond,General
Interest Expenses on Term Deposits Reinvestments,41202002,Interest Expense on MTB 2nd Subordinate Bond,General
Interest Expenses on Term Deposits Reinvestments,41202003,Interest Expense on MTB 3rd Subordinate Bond,General
Interest Expenses on Recurring Deposit,41203001,Interest Expense on Purchase of Treasury Bond,General
Interest Expenses on Recurring Deposit,41203002,Interest Expense on Purchase of Treasury Bill,General
Interest Expenses on Recurring Deposit,41203003,Coupon Interest Expenditure,General
Interest Expenses on Recurring Deposit,41203004,Repo Interest Expenditure,General
Interest Expenses on Recurring Deposit,41203006,Basic Salaries,General
Interest Expenses on Term Deposits FC,41204001,Personal Pay  <Basic>,General
Interest Expenses on Borrowings,41301001,Salary for Contractual Kiosk Staff <Basic Pay>,General
Interest Expenses on Borrowings,41301002,House  Rent Allowance,General
Interest Expenses on Borrowings,41301003,Conveyance Allowance,General
Interest Expenses on Borrowings,41301004,Medical Allowance,General
Interest Expenses on Borrowings,41301005,Entertainment  Allowance,General
Interest Expenses on Borrowings,41301006,Washing Allowance,General
Interest Expenses on Borrowings,41301007,Dearness Allowance,General
Interest Expenses on Borrowings,41301008,Risk  Allowance,General
Interest Expenses on Borrowings,41301009,Evening Banking Allowance,General
Interest Expenses on Bonds,41401001,Discomfort Allowance,General
Interest Expenses on Bonds,41401002,Technical Allowance,General
Interest Expenses on Bonds,41401003,House Maintenance Allowance,General
Interest Expense on Others,41501001,Medical Reimbursement,General
Interest Expense on Others,41501002,Uniform And Other Apparels,General
Interest Expense on Others,41501003,Utility Charges,General
Interest Expense on Others,41501004,Ordinary Bonus,General
Interest Paid on MTBL General A/c,41601001,Incentive Bonus,General
Basic Pay Expenses,42101001,Gratuity,General
Basic Pay Expenses,42101002,Leave Fare Assistance,General
Allowances Expenses,42102001,Staff  Welfare & Recreation ,General
Allowances Expenses,42102002,Daily Allowances to Temp. Staff/Drivers Salary (Other Than MD's)// Allowances,General
Allowances Expenses,42102003,DMD's Remuneration,General
Allowances Expenses,42102004,AMD's Remuneration,General
Allowances Expenses,42102005,Project Manager's Remuneration,General
Allowances Expenses,42102007,Rent,General
Allowances Expenses,42102008,VAT on Rent,General
Allowances Expenses,42102009,City Corp./Municipality Taxes,General
Allowances Expenses,42102010,Trade License Fees,General
Allowances Expenses,42102011,Excise Duty on Bank's own Deposits with other Banks,General
Allowances Expenses,42102012,MD/DMD's Income Tax,General
Allowances Expenses,42102013,VAT/Tax on Other Activities,General
Allowances Expenses,42102014,Insurance for Cash in Transit,General
Bonus Expenses,42103001,Insurance for Cash in Safe/Counter,General
Bonus Expenses,42103002,Group Insurance Premium-Life,General
Gratuity Expenses,42104001,Insurance for Bank's Property,General
Leave Fare Assistance Expenses,42105001,"Insurance for Bank's Property at Godown, ATM, Kiosk",General
Provident Fund Expenses,42106001,Deposit Insurance Premium,General
Misc. Salary & Allowances,42107002,Insurance Premium on Locker Services,General
Misc. Salary & Allowances,42107005,Insurance Premium on Motor Vehicles Executives,General
Misc. Salary & Allowances,42107006,Insurance Premium on Motor Vehicles Pool,General
Misc. Salary & Allowances,42107008,Electicity Charges,General
Misc. Salary & Allowances,42107010,Fuel for Generator,General
Leave Encashment,42108001,WASA Bill,General
Rent Expenses,42201001,Gas Bill,General
Rent Expenses,42201002,Fuel for Car Executives,General
Rates & Taxes Expenses,42202001,Fuel for Car Pool,General
Rates & Taxes Expenses,42202002,Lease Rent <Car??>,General
Rates & Taxes Expenses,42202003,Security/Auxiliary Services ,General
Rates & Taxes Expenses,42202004,Security/Auxiliary Services XX,General
Rates & Taxes Expenses,42202005,Maintenance of Police Force,General
Insurance Expenses,42203001,Monthly Wages of Cleaner,General
Insurance Expenses,42203002,Material Purchase For Upkeep of Bank,General
Insurance Expenses,42203003,Service Charge of Building Rented ,General
Insurance Expenses,42203004,Misc exp. On Office Maintenance ,General
Insurance Expenses,42203005,Tree Plants Expenses,General
Insurance Expenses,42203006,Drinking Water Expenses,General
Insurance Expenses,42203007,"Taxes (Token, Fitness) & Registration cost MV Pool",General
Insurance Expenses,42203008,"Taxes (Token, Fitness)& Registration cost MV Executives",General
Insurance Expenses,42203009,CNG Conversion Cost MV Executives,General
Insurance Expenses,42203013,CNG Conversion Cost MV Pool,General
"Power, Electricity & Utilities",42204001,Car Loan Instalment Expenses <Employees>,General
"Power, Electricity & Utilities",42204002,Car hiring charges <Rent> for MV Pool,General
"Power, Electricity & Utilities",42204003,Entertainment Expenses,General
"Power, Electricity & Utilities",42204006,T.A/D.A (Foreign Travel),General
Lease Rent Expenses,42205001,T.A/D.A (Domestic Travel),General
"Security, Auxiliary Services and Other Assitance",42301001,Conveyance for official purpose,General
"Security, Auxiliary Services and Other Assitance",42301002,Holiday Conveyance,General
"Security, Auxiliary Services and Other Assitance",42301003,Foreign Bank Charges,General
Office Cleaning,42302001,Local Bank other than BB Charges,General
Office Cleaning,42302002,Bangladesh Bank Charges,General
Office Maintenance,42303001,Local Training Expenses,General
Office Maintenance,42303101,Foreign Training Expenses,General
Office Maintenance,42303201,Daily Allowances (Training Institute),General
Office Maintenance,42303301,Entertainment (Training Institute),General
Car Expenses <not classified elsewhere>,42304001,Venue Rent (Training Institute),General
Car Expenses <not classified elsewhere>,42304002,Honorarium (Training Institute),General
Car Expenses <not classified elsewhere>,42304005,Subscription,General
Car Expenses <not classified elsewhere>,42304006,Donation,General
Clearing House Expenses,42307001,Fees Paid to Income Tax Advisor,General
Travelling & Conveyance Expenses,42308001,Fees for Regis. at Joint Stock Comp.,General
Travelling & Conveyance Expenses,42308002,All Other Fees,General
Travelling & Conveyance Expenses,42308004,CSR Activities,General
Bank charges,42309001,Branch Opening Expenses,General
Bank charges,42309003,Cash Carrying / Loading Expenses,General
Training Expenses,42310001,CPV Charge- Payment to Vendor (Retail),General
Training Expenses,42310002,CPV Charge - Deposit KYC (Retail),General
Training Expenses,42310004,Connectivity Charge,General
Professional Fees,42311001,Misc Expenses not classified elsewhere,General
AGM Expenses,42312001,POS Intercharge Reimbursement Fee Paid for,General
Subscription & Donation,42313001,Auditor's Fees,General
Subscription & Donation,42313002,Discount Paid on Bills,General
Reuter Charges,42314001,Amortization Loss on HFT Securities T Bill,General
CDBL Charges,42315001,Revaluation Loss on HFT Securities Treasury Bill,General
Fees & Registrations,42316001,Revaluation Loss on HFT Securities Treasury Bond,General
Fees & Registrations,42316002,Revaluation Loss on HTM Securities Treasury Bond,General
Fees & Registrations,42316003,Loss on Sale of Treasury Bond,General
Business Development Expenses,42317001,Loss from Repo (Treasury Bond),General
Business Development Expenses,42317002,Loss on Sale of Treasury Bill,General
Business Development Expenses,42317003,Loss from Repo (Treasury Bill),General
Contribution to MTB Foundation,42318001,Loss for Exchange,General
Employees Medical Assistance Fund,42319001,Loss on Forex Deal,General
Honorarium,42320001,Card Transaction Charges,General
Cash Carrying/loading expenses,42321011,Operational Loss - Cards,General
Loss on sale of Fixed Assets,42326001,Depreciation Charges(POS),General
Misc Expenses <not classified elsewhere>,42327001,Depreciation on Furniture & Fixture,General
Misc Expenses <not classified elsewhere>,42327002,Depreciation on Office Equipments ,General
Investment Expenses,42328061,Depreciation on Interior Decoration ,General
Investment Expenses,42328062,Depreciation on Motor Vehicles Pool,General
Investment Expenses,42328063,Depreciation on other Assets XXX,General
Investment Expenses,42328064,Repair & Maintenance for Immovable Property,General
Investment Expenses,42328065,Repair & Maintenance for Furniture & Fixture ,General
Investment Expenses,42328066,Repair & Maintenance for Office Equipments ,General
Investment Expenses,42328067,Repair & Maintenance for Electric Equipments,General
Investment Expenses,42328068,Repair & Maintenance for Computers,General
Investment Expenses,42328161,Repair & Maintenance for Interior Decoration ,General
Investment Expenses,42328162,Repair & Maintenance for Motor Vehicles Pool,General
Card Charges,42329051,Repair & Maintenance for Motor Vehicles Executives,General
Card Charges,42329055,Repair & Maintenance for Other assets XXX,General
Operational Loss,42330001,Repair & Maintenance for POS,General
Penalty of CRR/SLR,42331001,Software Maintenance,General
ATM Intercharge Reimbursement Fee Paid for,42332021,Postage,General
Agent Banking Float Sharing Commission,42333071,Postage/Courier Service Charges,General
Depreciation on Immovable Property,42401001,Telephone Expenses,General
Depreciation on POS Items,42401006,Fax/E-Mail,General
Depreciation on Furniture & Fixture,42402001,Telex/Telegraph,General
Depreciation on Office Equipments,42403001,Mobile Bill Expenses,General
Depreciation on Electric Equipments,42404001,xxx,General
Depreciation on Computers,42405001,Lawyer's Charges,General
Depreciation on Interior Decoration,42406001,Legal Charges,General
Depreciation on Motor Vehicles,42407001,Legal Stamps Charges,General
Depreciation on Other Assets,42408001,Court Fees & Charges,General
Repair and Maintenance,42409001,Security Stationery,General
Repair and Maintenance,42409101,Computer Stationery,General
Repair and Maintenance,42409201,Paper & Table Stationary,General
Repair and Maintenance,42409301,Petty Stationery,General
Repair and Maintenance,42409401,Printed Stationery,General
Repair and Maintenance,42409601,Advertisement & Publicity,General
Repair and Maintenance,42409602,News Paper Advertisements,General
Repair and Maintenance,42409701,Broad Casting Advertisements,General
Repair and Maintenance,42409741,Hoarding/ Neon Signs,General
Repair and Maintenance,42409801,Souvenir/Magazine,General
Postage Expenses,42501001,Cut Out Dangler Flex Backdrop etc branding expenses,General
Postage Expenses,42501002,Director's Fees,General
Telecommunication expenses,42502001,Parties & Dinner,General
Telecommunication expenses,42502002,Director's Traveling Expenses,General
Telecommunication expenses,42502003,MD Basic,General
Telecommunication expenses,42502004,MD House Rent,General
Telecommunication expenses,42502005,MD House Maintenance,General
Stamp Expenses,42503001,MD Entertainment,General
Legal Expenses,42601001,MD Festival Bonus,General
Legal Expenses,42601002,MD Incentive Bonus,General
Legal Expenses,42601003,MD Leave Fare Assistance,General
Legal Expenses,42601004,MD Security & Personal Wages,General
Stationery Expenses,42701001,MD Provident Fund,General
Stationery Expenses,42701002,Provision for Unclassified Loan and Advance,General
Stationery Expenses,42701003,Provision for Classified Loan and Advance,General
Stationery Expenses,42701004,Provision for Investment in Share of Quoted Co.,General
Stationery Expenses,42701005,Provision for Other Assets,General
Printing Expenses,42702001,Foreign Sight Bills sent for collection,General
Advertisements Expenses,42703001,Foreign Usance Bills sent for collection,General
Advertisements Expenses,42703002,Foreign Cheques sent for collection,General
Advertisements Expenses,42703003,Inland Sight Bills sent for collection,General
Advertisements Expenses,42703004,Inland Usance Bills sent for collection,General
Advertisements Expenses,42703005,Inland Cheques sent for collection,General
Advertisements Expenses,42703006,Foreign Sight Bills recvd. for collection,General
Director's Expenses,42801001,Foreign Usance Bills recvd. for collection,General
Director's Expenses,42801002,Foreign Cheques recvd. for collection,General
Director's Expenses,42801003,Forward Contract Cus. USD,General
Managing Director's Remuneration,42901001,Bankers Liability on LG Inward (Inland),General
Managing Director's Remuneration,42901002,Bankers Liability on LG Outward Performance (Inland),General
Managing Director's Remuneration,42901003,Bankers Liability on LG Outward Bidbond (Inland),General
Managing Director's Remuneration,42901004,Bankers Liability on LG Outward Financial  (Inland),General
Managing Director's Remuneration,42901005,Bankers Liability on LG Inward (Foreign),General
Managing Director's Remuneration,42901006,Bankers Liability on LG Outward  Performance (Foreign),General
Managing Director's Remuneration,42901007,Bankers Liability on LG Outward  Bid bond  (Foreign),General
Managing Director's Remuneration,42901008,Bankers Liability on LG Outward  Financial  (Foreign),General
Managing Director's Remuneration,42901009,Banker's Liability on ILC Sight,General
Provision for Loans,43101001,Banker's Liability on ILC Usance,General
Provision for Loans,43101002,Banker's Liability on FLC Sight,General
Provision for Loans,43101003,Banker's Liability on FLC Usance,General
Other Provisions,43301001,Bankers Liability for Accepted Bills OBU <Foreign>,General
Foreign Bills sent for collection,51101001,Bankers Liability for Accepted Bills other Banks <Foreign>,General
Foreign Bills sent for collection,51101002,Customers' Liability on LG Inward (Inland),General
Foreign Bills sent for collection,51101003,Customers' Liability on LG Outward Performance (Inland),General
Inland Bills sent for collection,51102001,Customers' Liability on LG Outward Bidbond (Inland),General
Inland Bills sent for collection,51102002,Customers' Liability on LG Outward Financial  (Inland),General
Inland Bills sent for collection,51102003,Customers' Liability on LG Inward (Foreign),General
Foreign Bills received for collection,51201001,Customers' Liability on LG Outward  Performance (Foreign),General
Foreign Bills received for collection,51201002,Customers' Liability on LG Outward  Bid bond  (Foreign),General
Foreign Bills received for collection,51201003,Customers' Liability on LG Outward  Financial  (Foreign),General
Forward Contract Cust,51301001,Customers' Liability on ILC Sight,General
Bankers Liability on BG (Inland),52101001,Customers' Liability on ILC Usance,General
Bankers Liability on BG (Inland),52101002,Customers' Liability on FLC Sight,General
Bankers Liability on BG (Inland),52101003,Customers' Liability on FLC Usance,General
Bankers Liability on BG (Foreign),52102001,Customers' Liability for Accepted Bills OBU <Foreign>,General
Bankers Liability on BG (Foreign),52102002,Customers' Liability for Accepted Bills other Banks <Foreign>,General
