Layer,Code,Name,Parent Account,Type,Allow Reconciliation,Active,Pending,Status
Layer 5,24101003,MTB Home Equity Loan,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101004,MTB NRB Home Loan,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101005,MTB Neer,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101006,MTB Personal Loan,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101007,MTB Professional Loan,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101008,MTB Consumer Loan,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101009,MTB EDU Finance (TL),24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101010,MTB EDU Finance- Secured (RTL),24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101011,MTB Life Line <RTL>,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101012,MTB Cash Line <RTL>,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101013,MTB Home Loan (Staff),24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101014,MTB Home Equity Loan (Staff),24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101015,MTB Neer (Staff),24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101901,MTB Personal Loan <DST>,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101902,MTB Home Loan <DST>,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101903,MTB Home Equity Loan <DST>,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101904,Home Loan refinance,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101906,Retail Term Loan Discontinued Products,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101905,Auto Loan (Old),24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24102001,Staff Auto Loan,24102,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24102002,Staff Housing Loan,24102,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24102003,Staff Loan Against Prov. Fund,24102,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24101016,MTB Personal Loan <Staff>,24101,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103001,House Building Loan <Developer>,24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103002,Lease Finance (Monthly) [C&S],24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103003,Lease Finance (Quarterly) [C&S],24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103004,House Building Loan <Commercial>,24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103005,Term Loan Non Industrial [C&S],24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103006,Term Loan Industrial [C&S],24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103007,House Building Loan-Residential [C&S],24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103008,Term Loan-IPFF Fund,24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103009,Term Loan-LTFF,24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103010,Term Loan-by OBU USD,24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103011,Converted Term Loan fm Term Loan [C&S],24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103012,Converted Term Loan fm DL & Continuous Loan [C&S],24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103014,Investment Promotion and Financing Fund (IPFF) USD Moratorium Interest,24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24103013,Long Term Financing Facility (LTFF) Moratorium Interest,24103,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104001,MTB Digoon,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104002,MTB Small Business Loan Scheme,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104003,MTB Youth Line,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104004,Microfinance <Enterprise-TL>,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104005,Microfinance Scheme (Ent. -TL) <SME>,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104006,MTB Bhagyabati <Refinance>,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104007,MTB Gunabati <pre-finance>,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104008,MTB Green Energy,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104009,MTB IT Genius (TL),24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104010,MTB Krishijat (TL),24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104011,MTB Light Engineering (TL),24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104012,MTB Small Business Loan Scheme Unsecured,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104013,MTB Shachal,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104014,MTB Green Energy Unsecured,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104015,MTB Krishijat (TL) Unsecured,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104018,MTB Abason,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104017,MTB Commercial Space Finance,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24104016,MTB Light Engineering (TL) Unsecured,24104,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24105001,Microfinance <Agri-TL>,24105,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24105002,MTB Krishi TL,24105,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201001,Demand Loan General,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201002,Demand Loan <Forced>,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201003,Demand Loan Short Term,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201004,Demand Loan Time,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201005,Payment Against Document <PAD>,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201006,Payment Against Document (Back to Back),24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201007,Inland Doc. Bill Purchased <Sight>,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201008,Inland Doc. Bill Discounted <Usance>,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201010,Foreign Demand Bill Purchased <Sight>,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201011,Foreign Demand Bill Discounted <Usance>,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201013,Loan against Trust Receipt,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201014,Advance against Cash Incentive,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201015,Cash Against Document DL,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201016,Secured Overdraft Garments <DL>,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201017,Packing Credit Loan DL,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201018,Secured Overdraft Genl Business DL,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201019,FDBP - Advance Against Collection Bill,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24201020,IDBP - Advance Against Collection Bill,24201,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24202001,Loan under EDF DL FC,24202,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24202002,PAD EDF FC DL,24202,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24203001,Loans against Rural Credit <SME> DL,24203,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24203002,MTB Supply Chain Finance <SME> DL,24203,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24203003,MTB Mousumi,24203,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24204001,Foreign Cheque Purchased,24204,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24204002,Inland Cheque Purchased,24204,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24205001,MTB Krishi DL,24205,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24301001,Secured Overdraft (FO) against Bank's own TD,24301,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24301002,Secured Overdraft against other Bank's TD,24301,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24301003,Secured Overdraft (FO) against Shares etc.,24301,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24301004,MTB EDU Finance - Over Draft (Revolving),24301,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24301005,MTB Cash Line <ROD>,24301,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302001,Corporate Cash Credit (Hypo),24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302002,Secured Overdraft (Shares and Debenture) [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302003,Secured Overdraft (FO)-WBD [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302004,Secured Overdraft (General) Work/Supply Order [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302005,Secured Overdraft (General) -Pay Order [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302006,Secured Overdraft Real Estate [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302007,Secured Overdraft (General)-Business [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302012,Secured Overdraft (Garments) [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302010,Secured Overdraft (Others)-Business [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302901,C & S Discontinued Continuous Loans,24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24302011,Secured Overdraft (lP)-Business [C&S],24302,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24303001,MTB SME Cash Credit (Hypo),24303,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24303002,MTB Revolving Loan,24303,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24303004,MTB Microfinance enterprise Revolving Loan,24303,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24303005,MTB Light Engineering Revolving Loan,24303,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24303006,MTB IT Genious Revolving Loan,24303,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24303007,MTB Krishijat Revolving Loan,24303,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24305001,MTB Microfinance Agri Revolving Loan,24305,Assets: Customer Accounts,,TRUE,FALSE,Approved
Layer 5,24401001,Credit Card Loans,24401,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,24402001,Credit Card Loans USD,24402,Assets: Office Accounts,,TRUE,FALSE,Approved
Layer 5,24501001,Interest Receivable on MTB Auto Loan,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501002,Interest Receivable on MTB Home Loan,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501003,Interest Receivable on MTB Home Equity Loan,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501004,Interest Receivable on MTB NRB Home Loan,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501005,Interest Receivable on MTB Neer,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501006,Interest Receivable on MTB Personal Loan,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501007,Interest Receivable on MTB Professional Loan,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501008,Interest Receivable on Consumer Financing,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501009,Interest Receivable on MTB EDU Finance (TL),24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501010,IR on MTB EDU Finance- Secured (RTL),24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501011,Interest Receivable on MTB Life Line,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501012,Interest Receivable on MTB Cash Line <RTL>,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501013,Interest Receivable on MTB Home Loan (Staff),24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501014,Interest Receivable on MTB Home Equity Loan (Staff),24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501015,Interest Receivable on MTB Neer (Staff),24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501901,Interest Receivable on MTB Personal Loan <DST>,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501902,Interest Receivable on MTB Home Loan <DST>,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501903,Interest Receivable on MTB Home Equity Loan <DST>,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501904,Interest Receivable on Home Loan refinance,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501905,IR on Auto Loan (Old),24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501906,Interest Receivable on Retail Term Loan Discontinued Products,24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24502001,Interest Receivable on Car Loan (Employee),24502,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24502002,Interest Receivable on Employees House Building Loan,24502,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24502003,Interest Receivable on Staff Loan Against Prov. Fund,24502,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24501016,Interest Receivable on MTB Personal Loan (Staff),24501,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503001,Interest Receivable on House Building Loan <Developer>,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503002,Lease Finance (Monthly) Rental receivables,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503003,Lease Finance (Quarterly) Rental receivables,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503004,Interest Receivable on House Building Loan <Commercial>,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503005,Interest Receivable on Term Loan Non-Industrial,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503006,Interest Receivable on Term Loan Industrial,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503007,Interest Receivable on House Building Loan-Residential [C&S],24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503008,Interest Receivable on Term Loan-IPFF Fund,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503009,Interest Receivable on Term Loan-LTFF,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503010,Interest Receivable on Term Loan-by OBU USD,24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503011,IR on Converted Term Loan fm Term Loan [C&S],24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24503012,IR on Converted Term Loan fm DL & Continuous Loan [C&S],24503,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504001,Interest Receivable on MTB Digoon,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504002,Interest Receivable on Small Business Loan Scheme,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504003,Interest Receivable on MTB Youth Line,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504004,Interest Receivable on Micro-finance <Ent.-TL>,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504005,Interest Receivable on MTB Inclusive Finance,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504006,Interest Receivable on MTB Bhagyaboti <Re-finance>,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504007,Interest Receivable on MTB Gunaboti <Pre-finance>,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504008,Interest Receivable on MTB Green Energy,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504009,Interest Receivable on MTB IT Geniuos,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504010,Interest Receivable on MTB Krishijat,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504011,Interest Receivable on MTB Light Engineering,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504012,IR on MTB Small Business Loan Scheme Unsecured,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504013,Interest Receivable on MTB Shachal,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504014,Interest Receivable on MTB Green Energy Unsecured,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504015,IR on MTB Krishijat (TL) Unsecured,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504016,IR on MTB Light Engineering (TL) Unsecured,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504017,IR on MTB Commercial Space Finance,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24504018,IR on MTB Abason,24504,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24505001,Interest Receivable on Microfinance <Agri-TL>,24505,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24505002,Interest Receivable on MTB Krishi (TL),24505,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506001,Interest Receivable on Demand Loan General,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506002,Interest Receivable on Demand Loan Forced,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506003,Interest Receivable on Demand Loan Short Term,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506004,Interest Receivable on Demand Loan Time,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506005,Interest Receivable on Payment Against Document,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506006,Interest Receivable on Payment Against Document (B-to-B),24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506007,Interest Receivable on Inland Doc. Bill Purchased <Sight>,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506008,Interest Receivable on Inland Doc. Bill Discounted <Usance>,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506010,Interest Receivable on Foreign D.B Purchased <Sight>,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506011,Interest Receivable on Foreign D.B Discounted <Usance>,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506013,Interest Receivable on Loan Against Trust Receipt,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506015,Interest Receivable on Cash Against Document DL,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506016,Interest Receivable on Demand Loan Garments,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506017,Interest Receivable on Packing Credit,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506014,Interest Receivable on Advance Against Cash Incentive,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506018,Interest Receivable Secured Overdraft Genl Business DL,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506019,IR on FDBP - Advance Against Collection Bill,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24506020,IR on IDBP - Advance Against Collection Bill,24506,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24507001,Interest Receivable on EDF Loan <USD>,24507,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24507002,Interest Receivable on PAD EDF Loan <USD> DL,24507,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24508001,Interest Receivable on Demand Loans against Rural Credit,24508,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24508002,Interest Receivable on MTB Supply Chain Finance <SME> DL,24508,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24508003,Interest Receivable on MTB Mousumi,24508,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24509001,Interest Receivable on Secured Overdraft against Bank's own TD,24509,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24509002,Interest Receivable on Secured Overdraft against other Bank's TD,24509,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24509003,Interest Receivable on Secured Overdraft against Shares etc.,24509,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24509004,Interest Receivable on MTB EDU Finance - Over Draft (Revolving),24509,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24509005,Interest Receivable on MTB Cash Line <ROD>,24509,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510001,Interest Receivable on Corp Cash Credit Hypo,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510002,Interest Receivable on SOD (Shares & Debentures) C&S,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510003,Interest Receivable on SOD (FO) WBD C&S,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510004,Interest Receivable on Secured Overdraft Work/ Supply Order C & S,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510005,Interest Receivable on Secured Overdraft Pay Order C & S,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510006,Interest Receivable on Secured Overdraft Real Estate C & S,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510007,Interest Receivable on Secured Overdraft Business C & S,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510012,Interest Receivable on Secured Overdraft Garments C & S,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510010,Interest Receivable on Secured Overdraft (Others)-Business [C&S],24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510011,Interest Receivable on Secured Overdraft (lP)-Business [C&S],24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24510901,Interest Receivable on Discontinued Continuous Loans <C & S>,24510,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24511001,Interest Receivable on MTB SME Cash Credit Hypo,24511,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24511002,Interest Receivable on MTB Revolving Loan,24511,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24511004,Interest Receivable on MTB Microfinance enterprise Revolving Loan,24511,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24511005,Interest Receivable on MTB Light Engineering Revolving Loan,24511,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24511006,Interest Receivable on MTB IT Genious Revolving Loan,24511,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24511007,Interest Receivable on MTB Krishijat Revolving Loan,24511,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24512001,Interest Receivable on Debit Balance in Liability Accounts,24512,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24513001,Interest Receivable on Foreign Cheque Purchased,24513,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24513002,Interest Receivable on Inland Cheque Purchased,24513,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24515001,Interest Receivable on Bill Discounting USD (OBU) Foreign,24515,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24515002,Interest Receivable on UPAS/ Buyer's Credit USD (OBU),24515,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24515003,Interest Receivable on Bill Discounting USD (OBU) Inland,24515,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24516001,Interest Receivable <Miscellaneous-Legacy>,24516,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24517001,Interest Receivable on MTB Microfinance Agri Revolving Loan,24517,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24518001,Intersest Receivable on MTB Krishi DL,24518,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601001,Penal Interest Receivable on MTB Auto Loan,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601002,Penal Interest Receivable on MTB Home Loan,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601003,Penal Interest Receivable on MTB Home Equity Loan,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601004,Penal Interest Receivable on MTB NRB Home Loan,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601005,Penal Interest Receivable on MTB Neer,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601006,Penal Interest Receivable on MTB Personal Loan,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601007,Penal Interest Receivable on MTB Professional Loan,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601008,Penal Interest Receivable on Consumer Financing,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601009,Penal Interest Receivable on MTB EDU Finance (TL) Unsecured,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601010,Penal Interest Receivable on MTB EDU Finance (TL) Secured,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601011,Penal Interest Receivable on MTB Life Line,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601012,Penal Interest Receivable on MTB Cash Line <RTL>,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601013,PIR on MTB Home Loan (Staff),24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601014,PIR on MTB Home Equity Loan (Staff),24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601015,PIR on MTB Neer (Staff),24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601901,Penal Interest Receivable on MTB Personal Loan <DST>,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601902,Penal Interest Receivable on MTB Home Loan <DST>,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601903,Penal Interest Receivable on MTB Home Equity Loan <DST>,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
Layer 5,24601904,Penal Interest Receivable on Home Loan refinance,24601,Interest Receivable Accounts,,TRUE,FALSE,Approved
